Marker	Fig_lab	engraft	tUniq	rUniq	Treatment	Remission
BKODAF_2128155	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2128160	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2128165	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2128170	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2137560	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2137625	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2137640	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2144390	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2165660	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2165680	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2165725	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2165730	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2165750	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2165795	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2165810	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2166280	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2179385	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2208945	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2210075	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2210145	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2210155	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2224895	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2233500	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2233515	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2233555	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2233565	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2257485	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2257570	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2268010	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2268025	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2292890	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2293945	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2293960	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2294035	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2295950	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2296015	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2307975	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2316570	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2316600	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2316605	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2316630	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2316635	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2339500	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2339920	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2339945	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2340000	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2345480	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2352635	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2357230	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2371440	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2371460	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2372530	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2372535	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2373160	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2373175	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2376220	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2376225	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2384165	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2384205	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2384240	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2384250	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2389925	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2389935	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2389975	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2390015	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2412520	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2428120	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2437855	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2437860	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2437895	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2437900	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2442785	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2453660	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2454075	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2454115	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2455140	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_246545	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2516020	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2518360	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2518395	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2529285	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2539755	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2539775	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2539785	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2539795	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2539800	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2542515	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2542525	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2542580	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2545920	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2561200	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2562055	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2564155	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2564165	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2564170	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2564185	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2565665	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2569435	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2569450	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2582495	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2584245	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2586265	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2586270	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2586295	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2595525	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2595560	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2595565	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2598940	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2598950	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2598960	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2598975	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2613545	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2613565	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2613590	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2615710	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2629885	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2629925	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2637790	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2652955	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2656445	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2673180	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2673190	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2696950	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2697125	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2704145	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2704165	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2704190	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2705520	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2713755	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2719225	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2732395	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2732400	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2732430	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2733205	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2733215	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2734750	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2736325	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2736335	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2756055	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2756065	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2756080	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2761170	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2781155	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2784215	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2806830	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2806845	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2851935	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2854395	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2857265	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2860400	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2860425	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2862805	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2862810	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2862815	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2873330	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2875805	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2896235	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2896535	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2896555	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2901095	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2905720	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2905955	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2929765	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2930120	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2934560	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2937480	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2937485	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2941705	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2943605	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2947480	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2947495	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2947885	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2956895	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2971515	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2971520	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2971535	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2971550	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2991525	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_2991530	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3007920	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3008065	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3008075	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3014230	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3014240	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3021540	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3031375	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3031400	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3031515	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3041715	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3041720	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3041730	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3042995	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3048335	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3054115	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3057025	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3057870	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3069990	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3078355	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3086475	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3086480	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3086485	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3086505	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3087275	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3092825	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3093345	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_309480	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_309485	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_309640	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3096975	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3104110	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3104450	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3106930	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3108280	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3115540	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3116870	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3135280	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3142545	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3142585	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3145110	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3153315	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3157685	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3157700	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3159260	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3168345	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3171260	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3171790	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3173100	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3181240	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3192690	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3192705	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3223395	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3232075	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3253825	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3253850	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3256580	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3280285	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3284305	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3288940	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3288950	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3288960	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3313905	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3320960	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3326110	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3361845	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3386635	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3390020	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3399890	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3422150	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3425565	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3425570	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3425965	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3425980	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3428395	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3428410	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3451565	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3453985	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3459990	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3466725	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3474365	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3477870	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3487525	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349620	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349645	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349650	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349680	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349695	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349720	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349730	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349735	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349745	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349755	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349760	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349780	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349785	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349800	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349815	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349830	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349880	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349900	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349905	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349920	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349935	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349945	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349975	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_349980	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350000	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350005	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3500095	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350020	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350025	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350030	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3500330	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350035	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350050	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350075	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350080	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350085	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350090	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350105	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350110	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350120	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350130	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350165	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350175	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350180	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350190	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350195	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350205	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350225	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350270	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350275	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350285	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350290	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350305	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350320	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350325	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350355	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350365	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350385	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350395	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350400	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350405	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350435	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3504385	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350455	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350460	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350490	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350495	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350500	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350505	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350510	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350515	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350535	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350555	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350595	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350610	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350620	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350645	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350715	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350725	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350730	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350765	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350850	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350855	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350860	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350865	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350885	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350890	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350905	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350940	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_350965	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351015	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351025	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351030	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351040	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351045	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351050	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351055	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351070	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351085	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351090	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351140	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351145	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351155	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_351165	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3544580	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3568835	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3579365	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3582280	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3588240	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3616510	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3628880	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3628910	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3632770	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3662770	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3662785	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3731390	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3731395	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3731400	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3745115	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3745785	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3745790	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3750445	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3750450	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3750455	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3775635	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3787565	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3787575	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3791145	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3805800	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3805805	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3808020	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3821690	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3823590	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3828745	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3840990	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3855820	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3856000	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3908835	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3943180	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3943190	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3946715	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3947540	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3957240	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3957245	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3965270	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3965275	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3969835	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_3989110	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4002485	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4033645	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4057610	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4086490	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4086495	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_412045	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4126365	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4154520	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4154525	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4155240	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4161365	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4163875	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4164540	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4183280	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4183790	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4193000	*pt56	1	FMT	F-Res	FMT	Res
BKODAF_4193035	*pt56	1	FMT	F-Res	FMT	Res
